Localisation,Type de bien,Superficie,Nb_Salles De bain,Nb_Chambres,Prix
Tunis,villa,740.0,5.0,6.0,750069.3307842321
Sousse,villa,587.0,4.0,9.0,1050000.0
Ariana,villa,150.0,1.0,3.0,658852.9813609947
Tunis,villa,118.0,2.0,2.0,350000.0
Nabeul,villa,485.0,2.0,4.0,755319.3906606508
La_Manouba,villa,409.0,3.0,8.0,550000.0
Tunis,villa,300.0,2.0,5.0,650000.0
Nabeul,villa,480.0,2.0,2.0,680000.0
Sfax,Maison,189.0,1.0,3.0,232085.7567609737
Ariana,villa,459.0,2.0,4.0,696718.7225931578
Ariana,villa,528.0,2.0,6.0,772461.9725369781
Tunis,villa,486.0,2.0,2.0,598658.2890726584
Bizerte,villa,315.0,3.0,5.0,360000.0
Ariana,villa,121.0,2.0,2.0,620953.4937498521
Ben_Arous,villa,562.0,3.0,5.0,644832.3280466432
Sousse,villa,280.0,2.0,6.0,570000.0
Siliana,Maison,110.0,1.0,3.0,326207.7026873142
Ariana,villa,110.0,1.0,1.0,135000.0
Mdenine,Maison,300.0,1.0,2.0,130796.39217776003
Ben_Arous,villa,400.0,1.0,3.0,500000.0
Sfax,villa,402.0,2.0,3.0,564716.8585413839
Mdenine,villa,359.0,3.0,3.0,500000.0
Nabeul,villa,600.0,5.0,4.0,755243.8507786382
Ariana,Maison,140.0,1.0,4.0,120000.0
Tunis,Maison,189.0,1.0,4.0,341757.93622632406
Tunis,Maison,120.0,2.0,5.0,379592.7926108829
Sousse,villa,120.0,3.0,3.0,470000.0
Tunis,Maison,150.0,5.0,6.0,450000.0
Nabeul,Appartement,200.0,1.0,1.0,170000.0
Nabeul,villa,890.0,2.0,3.0,870000.0
Ariana,villa,400.0,1.0,3.0,200000.0
Nabeul,Maison,150.0,2.0,3.0,384781.2026161159
Nabeul,Appartement,106.0,1.0,2.0,190000.0
Tunis,villa,102.0,2.0,3.0,310000.0
Tunis,villa,500.0,2.0,6.0,750000.0
Ariana,villa,240.0,4.0,4.0,950000.0
Ben_Arous,villa,100.0,1.0,3.0,569113.5917099
Nabeul,villa,600.0,2.0,3.0,690000.0
Sfax,Maison,240.0,2.0,6.0,280000.0
Jendouba,villa,600.0,1.0,5.0,575295.9286967604
Ariana,villa,1100.0,3.0,6.0,772480.3963161786
Tunis,villa,350.0,3.0,4.0,1250000.0
Nabeul,villa,320.0,2.0,4.0,990000.0
Nabeul,villa,200.0,3.0,4.0,750000.0
Nabeul,Maison,450.0,1.0,3.0,230000.0
Monastir,villa,402.0,2.0,3.0,411253.1319291452
Nabeul,villa,210.0,4.0,3.0,717371.4913648455
Ben_Arous,villa,529.0,4.0,7.0,1200000.0
Zaghouan,villa,402.0,1.0,3.0,580000.0
Nabeul,villa,1053.0,4.0,5.0,1100000.0
Nabeul,villa,450.0,4.0,4.0,1250000.0
Sousse,Maison,277.0,1.0,3.0,249000.0
Ben_Arous,Maison,630.0,2.0,6.0,950000.0
Bizerte,Maison,162.0,2.0,6.0,316687.59412748244
Ariana,villa,500.0,4.0,6.0,700000.0
Mdenine,Maison,189.0,1.0,3.0,168656.1289345209
Nabeul,villa,481.0,1.0,3.0,717478.5697420309
Nabeul,villa,571.0,4.0,6.0,831007.4055616821
Nabeul,villa,224.0,2.0,4.0,755298.0654087337
La_Manouba,Maison,240.0,2.0,6.0,306562.9209532724
Mdenine,villa,519.0,2.0,3.0,450000.0
Mdenine,villa,158.0,2.0,3.0,501267.2944640966
Ariana,villa,220.0,2.0,3.0,200000.0
Mdenine,villa,550.0,4.0,6.0,520000.0
Sousse,Maison,215.0,1.0,3.0,225000.0
Ariana,villa,120.0,2.0,2.0,210000.0
Tunis,villa,888.0,2.0,8.0,1200000.0
Nabeul,villa,385.0,3.0,3.0,717414.101927339
Sousse,villa,1000.0,2.0,5.0,980000.0
Ben_Arous,villa,402.0,2.0,3.0,365000.0
Ben_Arous,Maison,500.0,2.0,6.0,350082.36998085724
Ariana,villa,300.0,2.0,3.0,240000.0
Monastir,Maison,189.0,1.0,2.0,70000.0
Ariana,villa,630.0,2.0,3.0,400000.0
Ariana,villa,402.0,2.0,3.0,650000.0
Sfax,Maison,110.0,1.0,3.0,232079.3019912363
Sousse,Maison,150.0,1.0,3.0,220000.0
Nabeul,villa,700.0,4.0,5.0,1050000.0
Tunis,villa,230.0,4.0,5.0,712187.1666569146
Sousse,Appartement,120.0,1.0,3.0,346324.4225505299
Bizerte,Maison,200.0,2.0,4.0,240953.08671988884
Sfax,villa,402.0,2.0,4.0,602585.6646581555
Ben_Arous,villa,430.0,2.0,6.0,750000.0
Sousse,villa,100.0,2.0,4.0,712100.7919061074
Tunis,villa,266.0,4.0,4.0,730000.0
Ben_Arous,villa,1440.0,4.0,8.0,1200000.0
Nabeul,Maison,107.0,2.0,5.0,460515.30149397935
Nabeul,villa,402.0,3.0,3.0,799999.0
Ariana,villa,402.0,1.0,5.0,480000.0
Tunis,villa,670.0,2.0,9.0,863754.9657841318
Nabeul,villa,700.0,5.0,4.0,1050000.0
Ben_Arous,villa,437.0,3.0,5.0,780000.0
Ariana,villa,480.0,4.0,4.0,1150000.0
Ben_Arous,villa,340.0,1.0,2.0,750000.0
Ariana,villa,378.0,1.0,6.0,772478.0286670076
Nabeul,villa,779.0,2.0,3.0,717474.6060920157
Nabeul,villa,400.0,2.0,3.0,717443.6395384655
Nabeul,villa,205.0,2.0,4.0,645000.0
Bja,villa,278.0,1.0,5.0,734601.0519556315
Sfax,villa,878.0,1.0,3.0,1250000.0
Ben_Arous,villa,402.0,2.0,3.0,220000.0
Tunis,villa,250.0,1.0,3.0,190000.0
Tunis,Maison,189.0,3.0,3.0,303832.50606568065
Bizerte,villa,402.0,2.0,3.0,535742.7956400567
Sousse,villa,506.0,2.0,4.0,712133.9645202009
Tunis,Maison,100.0,2.0,3.0,315000.0
La_Manouba,villa,500.0,3.0,3.0,525591.4445628317
Ariana,Maison,200.0,1.0,2.0,330000.0
Nabeul,Maison,460.0,1.0,3.0,384834.8434813251
Monastir,Maison,185.0,2.0,4.0,295000.0
Nabeul,villa,1200.0,4.0,8.0,906796.410835286
Ariana,villa,1250.0,4.0,5.0,1100000.0
Ariana,villa,170.0,2.0,5.0,734563.9156915231
Sousse,villa,638.0,2.0,7.0,825751.1680553935
Jendouba,Maison,189.0,1.0,6.0,250000.0
Ben_Arous,Maison,126.5,1.0,2.0,175000.0
Ariana,villa,275.0,1.0,3.0,300000.0
Ariana,villa,380.0,3.0,3.0,990000.0
Ben_Arous,villa,190.0,1.0,4.0,170000.0
Sousse,villa,160.0,1.0,3.0,260000.0
Ben_Arous,villa,324.0,3.0,7.0,720550.4942650283
Nabeul,Maison,140.0,1.0,3.0,384808.69757859135
Sousse,villa,1132.0,4.0,6.0,787866.1006320952
Sousse,villa,740.0,5.0,7.0,825674.565996082
Ariana,villa,402.0,2.0,3.0,658845.2592374617
Ariana,villa,220.0,1.0,2.0,190000.0
Ben_Arous,villa,436.0,3.0,4.0,606953.2269806701
Ben_Arous,villa,1220.0,2.0,8.0,758520.8209313902
Tunis,Maison,189.0,1.0,3.0,230000.0
Sfax,Maison,400.0,1.0,3.0,232102.9967155888
Ben_Arous,Maison,70.0,2.0,3.0,236440.8180737439
Ariana,Maison,250.0,2.0,4.0,364059.635614596
Sfax,villa,870.0,1.0,2.0,430000.0
Ariana,Maison,151.0,1.0,2.0,115000.0
Ariana,villa,538.0,2.0,4.0,360000.0
Ariana,villa,460.0,3.0,4.0,825000.0
Ariana,villa,350.0,2.0,3.0,450000.0
Sousse,villa,200.0,2.0,3.0,674240.15638394
Ariana,villa,420.0,5.0,9.0,1250000.0
Ariana,villa,538.0,2.0,4.0,370000.0
Nabeul,villa,487.0,4.0,4.0,1250000.0
Tunis,villa,500.0,3.0,1.0,560762.3148171955
Ariana,villa,460.0,3.0,5.0,734559.2983939396
Nabeul,villa,200.0,1.0,2.0,410000.0
Ariana,villa,880.0,3.0,4.0,696724.808774506
Ariana,Maison,189.0,1.0,3.0,280000.0
Ariana,Maison,187.0,1.0,3.0,326213.9940451595
Tunis,villa,526.0,2.0,4.0,674399.1695440435
Tunis,villa,415.0,4.0,9.0,650000.0
Tunis,villa,200.0,2.0,3.0,636503.7272888619
Ben_Arous,villa,386.0,4.0,6.0,620000.0
Tunis,villa,574.0,3.0,4.0,674374.7794075176
Tunis,villa,150.0,1.0,4.0,674396.7601302674
Tunis,villa,580.0,4.0,3.0,1200000.0
Ariana,villa,702.0,3.0,9.0,886054.2956999685
Sousse,villa,800.0,4.0,2.0,636363.7497909224
Bizerte,Maison,220.0,3.0,5.0,278795.21493364545
La_Manouba,villa,328.0,2.0,4.0,650000.0
Ariana,villa,550.0,1.0,3.0,658885.6637394119
Sousse,villa,280.0,2.0,4.0,950000.0
Nabeul,villa,245.0,2.0,3.0,589999.0
Ben_Arous,villa,80.0,1.0,2.0,300000.0
Tunis,villa,400.0,2.0,5.0,820000.0
Nabeul,villa,600.0,4.0,5.0,800000.0
Tunis,villa,330.0,2.0,6.0,750120.7674121624
Ben_Arous,villa,270.0,2.0,3.0,590000.0
Tunis,villa,150.0,3.0,8.0,825815.3605534821
Sousse,villa,414.0,2.0,7.0,825732.8659234799
Nabeul,villa,443.0,3.0,4.0,1180000.0
Sfax,villa,402.0,2.0,3.0,470000.0
Tunis,villa,285.0,4.0,4.0,674322.8543671754
Ben_Arous,villa,400.0,1.0,4.0,620000.0
Tunis,villa,280.0,3.0,4.0,950000.0
Nabeul,Maison,300.0,3.0,5.0,460502.7587196297
Tunis,villa,530.0,4.0,4.0,674342.8723239559
Nabeul,villa,300.0,3.0,1.0,641669.5446883821
Nabeul,villa,285.0,3.0,4.0,755274.7374495063
Tunis,villa,587.0,2.0,4.0,674404.1536067522
Sousse,villa,435.0,2.0,3.0,674259.3572812602
Ben_Arous,Maison,269.0,2.0,6.0,350063.49590732134
Tunis,villa,430.0,3.0,5.0,870000.0
Ben_Arous,villa,316.0,4.0,4.0,800000.0
Nabeul,villa,300.0,3.0,5.0,793144.7691554686
Sfax,villa,160.0,2.0,4.0,220000.0
Bja,villa,477.0,4.0,9.0,886007.599840173
Tunis,villa,220.0,2.0,5.0,712242.973641326
Ben_Arous,villa,470.0,2.0,5.0,680000.0
Tunis,villa,500.0,3.0,4.0,674368.7331675105
Tunis,villa,368.0,4.0,6.0,750067.2481942403
Nabeul,villa,225.0,2.0,3.0,670000.0
Nabeul,villa,1012.0,2.0,3.0,1050000.0
Sfax,Maison,120.0,1.0,3.0,120000.0
Ariana,villa,468.0,2.0,5.0,830000.0
Tunis,Maison,75.0,1.0,3.0,303879.81563170353
Sfax,Maison,600.0,2.0,3.0,400000.0
Kairouan,villa,520.0,3.0,5.0,550000.0
Kairouan,Maison,138.0,2.0,5.0,230000.0
Ariana,villa,429.0,4.0,3.0,881000.0
Nabeul,villa,968.0,3.0,4.0,755330.5426106537
Tunis,villa,498.0,4.0,8.0,825815.482200769
Tunis,villa,350.0,1.0,2.0,598675.4890859325
Jendouba,Maison,189.0,1.0,3.0,166882.7248835546
Ariana,villa,200.0,3.0,9.0,230000.0
Tunis,Maison,100.0,2.0,3.0,303853.5462584187
Kairouan,Maison,106.0,1.0,3.0,50000.0
Sousse,villa,450.0,1.0,3.0,950000.0
Tunis,Maison,200.0,1.0,5.0,320000.0
Ben_Arous,villa,288.0,3.0,6.0,682678.7467341991
Tunis,villa,480.0,2.0,4.0,255000.0
Ben_Arous,villa,180.0,1.0,3.0,380000.0
Ben_Arous,villa,402.0,1.0,2.0,550000.0
Ariana,villa,596.0,2.0,3.0,430000.0
Ben_Arous,villa,256.0,2.0,4.0,260000.0
Ben_Arous,villa,447.0,2.0,3.0,650000.0
Sousse,villa,200.0,2.0,4.0,712108.9625007117
Nabeul,villa,240.0,3.0,7.0,868877.4790322494
Sfax,villa,1000.0,1.0,4.0,602662.8368358249
Ben_Arous,villa,233.0,1.0,3.0,569124.4586007237
Sousse,Maison,460.0,1.0,4.0,379516.5076327799
Zaghouan,Maison,212.0,1.0,4.0,213773.18242620784
Tunis,villa,600.0,3.0,6.0,750114.515995658
Sousse,villa,1111.0,4.0,4.0,712126.7725736849
Nabeul,villa,800.0,2.0,4.0,755345.1280336543
Ben_Arous,villa,485.0,3.0,6.0,650000.0
Kasserine,Maison,530.0,1.0,5.0,401979.6314181954
Sousse,villa,402.0,3.0,5.0,450000.0
Sousse,villa,418.0,2.0,6.0,787864.3866304923
Sfax,Maison,147.0,1.0,3.0,232082.3251112399
Ariana,Maison,115.0,1.0,2.0,130000.0
Ariana,villa,150.0,1.0,5.0,734590.593594538
Tunis,Maison,300.0,1.0,3.0,303898.19946956314
Ben_Arous,Maison,180.0,2.0,3.0,200000.0
Ben_Arous,villa,300.0,2.0,4.0,470000.0
Sfax,Maison,259.0,2.0,3.0,232063.1641552608
Sfax,Maison,288.0,1.0,6.0,150000.0
Sousse,villa,218.0,2.0,4.0,950000.0
Nabeul,villa,800.0,3.0,6.0,1250000.0
Ben_Arous,Maison,156.0,2.0,3.0,260000.0
Bizerte,villa,249.0,2.0,4.0,573599.1007470838
Sousse,Maison,200.0,2.0,3.0,680000.0
Le_Kef,Maison,120.0,2.0,4.0,73810.3406282189
Ariana,Maison,218.0,1.0,3.0,250000.0
Gabs,Maison,189.0,1.0,3.0,96885.4637910022
Tunis,villa,530.0,5.0,6.0,980000.0
Ben_Arous,villa,200.0,2.0,3.0,569093.4502825683
Ariana,villa,280.0,3.0,5.0,850000.0
Ben_Arous,villa,402.0,2.0,3.0,305000.0
Tunis,Maison,200.0,2.0,4.0,160000.0
Kairouan,villa,360.0,2.0,3.0,450000.0
Le_Kef,Maison,200.0,1.0,5.0,275000.0
Bizerte,villa,600.0,2.0,6.0,577000.0
Bizerte,villa,1105.0,2.0,5.0,1250000.0
Ariana,Maison,150.0,3.0,3.0,400000.0
Tunis,villa,1300.0,2.0,4.0,674462.4099462805
Sfax,villa,350.0,2.0,4.0,602581.4159489612
Tunis,villa,600.0,1.0,5.0,712302.3339227582
Tunis,villa,368.0,2.0,3.0,636517.4538877971
Nabeul,villa,953.0,4.0,6.0,831038.6172330703
Ben_Arous,Maison,110.0,2.0,4.0,274312.89242835727
Ben_Arous,Maison,191.0,1.0,4.0,150000.0
Nabeul,villa,1000.0,2.0,5.0,793230.2753396346
Nabeul,Maison,170.0,2.0,4.0,230000.0
Tunis,villa,280.0,3.0,1.0,240000.0
Le_Kef,villa,1420.0,2.0,3.0,240000.0
Ariana,villa,217.0,2.0,3.0,270000.0
Mdenine,villa,295.0,2.0,5.0,577016.1004122477
Mdenine,villa,402.0,2.0,3.0,900000.0
Ariana,villa,634.0,3.0,3.0,800000.0
Bizerte,villa,402.0,2.0,4.0,573611.6017568284
Ariana,Maison,108.0,1.0,2.0,288338.73315865046
Mahdia,Maison,528.0,1.0,1.0,480000.0
Tunis,Maison,80.0,1.0,3.0,303880.2241614337
Ariana,villa,437.0,2.0,6.0,772454.5372958882
Sousse,villa,900.0,3.0,10.0,950000.0
Tunis,villa,285.0,1.0,4.0,440000.0
Tunis,Maison,189.0,1.0,3.0,303889.1301095524
Ariana,villa,200.0,1.0,2.0,330000.0
Ben_Arous,villa,460.0,2.0,4.0,606983.4999453111
Tunis,villa,268.0,1.0,4.0,350000.0
Nabeul,villa,229.0,2.0,4.0,330000.0
Tunis,Maison,189.0,1.0,3.0,130000.0
Tunis,Appartement,90.0,1.0,2.0,120000.0
Bizerte,villa,150.0,2.0,2.0,340000.0
Mdenine,villa,360.0,2.0,2.0,430000.0
Tunis,villa,316.0,2.0,10.0,901594.8479960044
Ariana,villa,400.0,3.0,4.0,970000.0
Tunis,Maison,189.0,1.0,3.0,303889.1301095524
Mahdia,Maison,189.0,1.0,6.0,382390.78113545134
Sfax,Maison,120.0,1.0,3.0,80000.0
Ben_Arous,villa,186.0,2.0,3.0,569092.3063993237
Nabeul,villa,129.0,2.0,7.0,868896.7216941745
Sousse,Maison,110.0,1.0,2.0,130000.0
Nabeul,Maison,300.0,1.0,3.0,384821.7705299582
Tunis,Maison,260.0,1.0,4.0,341763.7373484931
Tunis,villa,350.0,4.0,5.0,712196.9713704397
Nabeul,Maison,100.0,1.0,2.0,150000.0
Ben_Arous,villa,400.0,3.0,9.0,650000.0
Ariana,villa,200.0,1.0,4.0,280000.0
Nabeul,villa,537.0,2.0,4.0,755323.6393698449
Ben_Arous,villa,260.0,2.0,3.0,450000.0
Sousse,villa,1000.0,3.0,6.0,787883.6274691534
Sfax,Maison,209.0,2.0,3.0,180000.0
Sousse,villa,400.0,2.0,3.0,900000.0
Bizerte,villa,225.0,1.0,2.0,497887.8395927714
Ben_Arous,Maison,189.0,2.0,3.0,236450.541081323
Nabeul,villa,370.0,2.0,4.0,900000.0
Ariana,Maison,256.0,1.0,3.0,326219.6317554364
Ariana,villa,475.0,2.0,4.0,696720.0298882944
Ben_Arous,villa,315.0,2.0,6.0,700000.0
Ben_Arous,villa,407.0,2.0,4.0,650000.0
Nabeul,Appartement,1300.0,3.0,7.0,780000.0
Tunis,Maison,112.0,2.0,6.0,417460.9450800861
Ariana,villa,300.0,2.0,4.0,850000.0
Bizerte,villa,270.0,2.0,4.0,340000.0
Bizerte,villa,313.0,3.0,5.0,360000.0
Ben_Arous,villa,566.0,2.0,3.0,890000.0
Ben_Arous,villa,260.0,2.0,3.0,485000.0
La_Manouba,Maison,319.0,2.0,3.0,192962.9573726949
Ariana,Maison,100.0,1.0,3.0,326206.88562785374
Ariana,villa,430.0,1.0,4.0,300000.0
Ariana,Maison,257.0,1.0,3.0,290000.0
Ariana,villa,120.0,3.0,6.0,772400.3244890566
Tunis,Maison,120.0,1.0,3.0,85000.0
Tunis,villa,162.0,2.0,5.0,712238.2346964555
Ariana,villa,756.0,1.0,3.0,155000.0
Ben_Arous,Maison,206.0,1.0,3.0,236480.24210434165
Nabeul,villa,200.0,2.0,3.0,280000.0
Tunis,villa,260.0,1.0,4.0,420000.0
Tunis,villa,470.0,3.0,4.0,674366.2819891293
Tunis,villa,232.0,2.0,4.0,400000.0
Ariana,villa,300.0,3.0,5.0,1000000.0
Sfax,villa,468.0,1.0,4.0,602619.3692725301
Ben_Arous,villa,546.0,1.0,1.0,399997.0
Sousse,villa,218.0,2.0,3.0,750000.0
Nabeul,villa,300.0,4.0,7.0,990000.0
Ben_Arous,villa,720.0,4.0,8.0,750000.0
Gabs,Maison,360.0,3.0,5.0,459999.0
Sfax,villa,816.0,2.0,6.0,1250000.0
Ariana,villa,370.0,2.0,8.0,999999.0
Nabeul,villa,1050.0,5.0,7.0,868887.0368046723
Ben_Arous,villa,400.0,1.0,3.0,280000.0
Tunis,villa,300.0,2.0,5.0,750000.0
Ben_Arous,villa,270.0,4.0,6.0,550000.0
Tunis,villa,520.0,4.0,7.0,787948.4736148103
Monastir,villa,589.0,1.0,2.0,299000.0
Tunis,Maison,189.0,2.0,3.0,750100.0
Nabeul,villa,300.0,2.0,4.0,755304.275060633
Tunis,villa,876.0,4.0,7.0,787977.5609316016
Ben_Arous,villa,480.0,2.0,5.0,750000.0
Ben_Arous,Maison,119.0,1.0,4.0,270000.0
Bizerte,Maison,300.0,2.0,4.0,240961.25731449312
Ariana,Maison,140.0,1.0,4.0,364078.9599824671
Tunis,villa,402.0,2.0,8.0,825864.2624738207
Tunis,villa,74.0,1.0,3.0,150000.0
Ben_Arous,Maison,450.0,1.0,3.0,290000.0
Nabeul,villa,402.0,3.0,5.0,1100000.0
Le_Kef,Maison,100.0,1.0,4.0,93000.0
La_Manouba,Maison,450.0,2.0,4.0,250000.0
Sousse,villa,307.0,1.0,3.0,600000.0
Sousse,villa,400.0,3.0,7.0,825703.4100182992
Tunis,Maison,205.0,1.0,9.0,531103.2741053189
Tunis,Maison,440.0,3.0,6.0,417459.4326084523
Ben_Arous,villa,420.0,2.0,3.0,650000.0
Tunis,villa,300.0,2.0,3.0,636511.8978834662
Sfax,Maison,132.0,1.0,3.0,232081.09952204925
Tunis,Maison,80.0,1.0,6.0,90000.0
Ben_Arous,villa,200.0,2.0,2.0,531224.6441657967
Sousse,villa,390.0,3.0,5.0,540000.0
Sousse,villa,140.0,2.0,4.0,390000.0
Ariana,villa,402.0,2.0,6.0,772451.6775877767
Ariana,villa,375.0,2.0,3.0,658843.0531769185
Sousse,villa,180.0,2.0,4.0,450000.0
Sousse,villa,400.0,2.0,3.0,674256.4975731487
Bizerte,Maison,556.0,1.0,7.0,580000.0
Tunis,villa,1033.0,3.0,5.0,712281.088553523
Bizerte,Maison,381.0,3.0,4.0,830000.0
Ariana,villa,400.0,2.0,4.0,850000.0
Nabeul,Maison,154.0,2.0,3.0,384781.52943990007
Tunis,Maison,204.0,2.0,5.0,379599.6559103504
Ben_Arous,villa,450.0,2.0,5.0,320000.0
Ariana,villa,450.0,2.0,4.0,696717.9872396435
Nabeul,villa,402.0,3.0,3.0,790000.0
Nabeul,Appartement,100.0,1.0,2.0,165000.0
Ben_Arous,villa,511.0,2.0,4.0,606987.6669485592
Nabeul,villa,560.0,3.0,5.0,793166.0127014397
Nabeul,villa,300.0,3.0,3.0,620000.0
Ben_Arous,villa,530.0,2.0,5.0,644858.0254783058
Ben_Arous,villa,396.0,2.0,5.0,644847.076881536
Tunis,villa,101.0,2.0,7.0,470000.0
Mdenine,villa,610.0,3.0,4.0,539144.7196465437
Bizerte,villa,350.0,4.0,4.0,920000.0
Tunis,villa,225.0,1.0,3.0,430000.0
Ariana,villa,550.0,2.0,6.0,772463.770067791
Nabeul,villa,300.0,2.0,4.0,1180000.0
Nabeul,villa,289.0,2.0,2.0,415000.0
Sousse,Maison,165.0,1.0,3.0,165000.0
Tunis,villa,452.0,2.0,4.0,540000.0
Ben_Arous,villa,140.0,1.0,3.0,569116.8599477417
Ben_Arous,villa,420.0,2.0,3.0,700000.0
Ariana,Maison,150.0,1.0,1.0,90000.0
Tunis,Maison,100.0,1.0,2.0,110000.0
Sousse,villa,1000.0,2.0,4.0,1100000.0
Sousse,Maison,267.0,1.0,2.0,400000.0
Sousse,villa,402.0,3.0,4.0,1000000.0
Sousse,villa,615.0,2.0,3.0,900000.0
Sousse,villa,1000.0,2.0,5.0,750043.1333743178
Sousse,villa,402.0,5.0,3.0,674171.724919233
Sousse,villa,600.0,1.0,3.0,600000.0
Sousse,villa,207.0,1.0,3.0,360000.0
Sfax,villa,402.0,2.0,3.0,564716.8585413839
Nabeul,villa,600.0,1.0,3.0,717488.2927496099
Tunis,villa,443.0,4.0,8.0,930000.0
Sousse,Maison,320.0,1.0,5.0,417373.8749171056
Ariana,villa,620.0,2.0,3.0,658863.071133699
Monastir,Maison,220.0,1.0,7.0,120000.0
Sousse,villa,350.0,2.0,3.0,674252.4122758466
Tunis,Maison,290.0,5.0,10.0,568865.7771397607
Ariana,villa,402.0,2.0,3.0,620000.0
La_Manouba,villa,400.0,2.0,4.0,600000.0
Ben_Arous,villa,620.0,3.0,4.0,850000.0
Sousse,Maison,140.0,1.0,3.0,155000.0
Mdenine,villa,108.0,1.0,3.0,501291.5211887303
La_Manouba,Maison,80.0,1.0,3.0,170000.0
Sfax,villa,220.0,4.0,3.0,564645.3640153322
Sousse,Maison,140.0,1.0,2.0,303752.7494965029
Nabeul,villa,420.0,3.0,3.0,750000.0
Mdenine,Maison,250.0,2.0,6.0,285000.0
Ben_Arous,Maison,97.0,1.0,2.0,198602.5300394513
La_Manouba,Maison,230.0,2.0,6.0,440000.0
Bizerte,Maison,111.0,1.0,4.0,390000.0
La_Manouba,Maison,104.0,1.0,2.0,100000.0
Kairouan,Maison,200.0,1.0,2.0,75000.0
Nabeul,villa,1000.0,5.0,6.0,831014.1453905986
Tunis,villa,627.0,3.0,7.0,950000.0
Ariana,Maison,507.0,3.0,5.0,599997.0
Ben_Arous,Maison,269.0,2.0,5.0,312194.68979054975
Nabeul,Maison,100.0,1.0,2.0,346936.62322397804
Nabeul,villa,400.0,2.0,4.0,755312.4456552372
La_Manouba,Maison,110.0,1.0,3.0,180000.0
Nabeul,villa,402.0,3.0,5.0,550000.0
Mahdia,villa,402.0,2.0,3.0,601415.4645655465
La_Manouba,Maison,189.0,2.0,3.0,192952.3355997093
Nabeul,villa,319.0,3.0,3.0,717408.7093349001
Ariana,villa,238.0,3.0,4.0,696672.3535571464
Tunis,villa,600.0,2.0,3.0,850000.0
Nabeul,villa,300.0,3.0,4.0,950000.0
Ariana,villa,235.0,1.0,4.0,270000.0
Sousse,Appartement,114.0,1.0,3.0,160000.0
Sousse,Maison,359.0,2.0,4.0,330000.0
Ariana,Maison,189.0,1.0,3.0,140000.0
Tunis,villa,615.0,5.0,6.0,750059.117540977
Sfax,Maison,170.0,1.0,3.0,232084.2043479989
Nabeul,villa,164.0,3.0,4.0,700000.0
Ben_Arous,villa,325.0,2.0,4.0,450000.0
Mahdia,villa,400.0,2.0,3.0,601415.3011536545
Sousse,villa,402.0,2.0,5.0,749994.273218584
Ben_Arous,villa,409.0,3.0,3.0,900000.0
Tunis,villa,412.0,2.0,4.0,700000.0
La_Manouba,villa,300.0,2.0,4.0,499000.0
Ben_Arous,villa,240.0,1.0,3.0,330000.0
Ben_Arous,villa,429.0,3.0,6.0,650000.0
Ben_Arous,villa,354.0,2.0,3.0,700000.0
Ben_Arous,villa,200.0,1.0,3.0,569121.7623045042
Tunis,villa,90.0,1.0,3.0,400000.0
Bizerte,villa,519.0,1.0,4.0,573649.4733744513
